RIC,Description,Currency,Type/Sub Type,Exchange,Comment
1630.T,NF TOPIX17 RETL ETF,JPY,EQTY,TSE,ＮＥＸＴ　ＦＵＮＤＳ　小売（ＴＯＰＩＸ－１７）上場投信
1631.T,NF TOPIX17 BANK ETF,JPY,EQTY,TSE,ＮＥＸＴ　ＦＵＮＤＳ　銀行（ＴＯＰＩＸ－１７）上場投信
1632.T,NF TOPIX17 FNCL ETF,JPY,EQTY,TSE,ＮＥＸＴ　ＦＵＮＤＳ　金融（除く銀行）（ＴＯＰＩＸ－１７）上場投信
1633.T,NF TOPIX17 RLTY ETF,JPY,EQTY,TSE,ＮＥＸＴ　ＦＵＮＤＳ　不動産（ＴＯＰＩＸ－１７）上場投信
1634.T,DAIWA TPX17 FOOD ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　食品
1635.T,DAIWA TPX17 ENGY ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　エネルギー資源
1636.T,DAIWA TPX17 CNST ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　建設・資材
1637.T,DAIWA TPX17 CHEM ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　素材・化学
1638.T,DAIWA TPX17 PHAM ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　医薬品
1639.T,DAIWA TPX17 ATMO ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　自動車・輸送機
1640.T,DAIWA TPX17 STEL ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　鉄鋼・非鉄
1641.T,DAIWA TPX17 MACH ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　機械
1642.T,DAIWA TPX17 ELEC ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　電機・精密
1643.T,DAIWA TPX17 ITSV ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　情報通信・サービスその他
1644.T,DAIWA TPX17 PWGA ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　電力・ガス
1645.T,DAIWA TPX17 TRAN ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　運輸・物流
1646.T,DAIWA TPX17 TRAD ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　商社・卸売
1647.T,DAIWA TPX17 RETL ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　小売
1648.T,DAIWA TPX17 BANK ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　銀行
1649.T,DAIWA TPX17 FNCL ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　金融（除く銀行）
1650.T,DAIWA TPX17 RLTY ETF,JPY,EQTY,TSE,ダイワ上場投信・ＴＯＰＩＸ－１７　不動産
1651.T,DAIW TPX HDY40 ETF,JPY,EQTY,TSE,ダイワ上場投信－ＴＯＰＩＸ高配当４０指数
1652.T,DAIW MSCI WIN ETF,JPY,EQTY,TSE,ダイワ上場投信－ＭＳＣＩ日本株女性活躍指数（ＷＩＮ）
1653.T,DAIW MSCI ESG SL ETF,JPY,EQTY,TSE,ダイワ上場投信－ＭＳＣＩジャパンＥＳＧセレクト・リーダーズ指数
1654.T,DAIW FTSE BLSSOM ETF,JPY,EQTY,TSE,ダイワ上場投信－ＦＴＳＥ　Ｂｌｏｓｓｏｍ　Ｊａｐａｎ　Ｉｎｄｅｘ
1655.T,BRAM S&P 500 ETF,JPY,EQTY,TSE,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ
1656.T,BRAM 7-10Y US TB ETF,JPY,EQTY,TSE,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ
1657.T,BRAM CORE KOKUSA ETF,JPY,EQTY,TSE,ｉシェアーズ・コア　ＭＳＣＩ　先進国株（除く日本）　ＥＴＦ
1658.T,BRAM CORE EM IMI ETF,JPY,EQTY,TSE,ｉシェアーズ・コア　ＭＳＣＩ　新興国株　ＥＴＦ
1659.T,BRAM US REIT ETF,JPY,EQTY,TSE,ｉシェアーズ　米国リート　ＥＴＦ
1660.T,MTB HY J-REIT ETF,JPY,EQTY,TSE,ＭＡＸＩＳ高利回りＪリート上場投信
1662.T,JPN PETROLEUM EX ORD,JPY,EQTY,TSE,石油資源開発
1663.T,K&O ENERGY GROUP ORD,JPY,EQTY,TSE,Ｋ＆Ｏエナジーグループ
1670.T,MAXIS S&P MITSUB ETF,JPY,EQTY,TSE,ＭＡＸＩＳ　Ｓ＆Ｐ三菱系企業群上場投信
1671.T,SIMPLEX WTI ETF,JPY,EQTY,TSE,ＷＴＩ原油価格連動型上場投信
1672.T,ETFS PHYSICAL GOLD ETC,JPY,EQTY,TSE,ＥＴＦＳ　金上場投資信託
1673.T,ETFS PHYSICAL SILVER ETC,JPY,EQTY,TSE,ＥＴＦＳ　銀上場投資信託
1674.T,ETFS PHYSICAL PLATINUM ETC,JPY,EQTY,TSE,ＥＴＦＳ　白金上場投資信託
1675.T,ETFS PHYSICAL PALLADIUM ETC,JPY,EQTY,TSE,ＥＴＦＳ　パラジウム上場投資信託
1676.T,ETFS PHYSICAL PM BASKET ETC,JPY,EQTY,TSE,ＥＴＦＳ　貴金属バスケット上場投資信託
1677.T,INTL BOND (CITI) ETF,JPY,EQTY,TSE,上場インデックスファンド海外債券（ＦＴＳＥ　ＷＧＢＩ）毎月分配型
1678.T,NOM NIFTY50 ETF,JPY,EQTY,TSE,ＮＥＸＴ　ＦＵＮＤＳ　インド株式指数・Ｎｉｆｔｙ　５０連動型上場投信
1679.T,SIMPLE-X NY DJ ETF,JPY,EQTY,TSE,Ｓｉｍｐｌｅ－Ｘ　ＮＹダウ・ジョーンズ・インデックス上場投信
1680.T,MSCI-KOKUSAI ETF,JPY,EQTY,TSE,上場インデックスファンド海外先進国株式（ＭＳＣＩ－ＫＯＫＵＳＡＩ）
1681.T,MSCI EMERGIN ETF,JPY,EQTY,TSE,上場インデックスファンド海外新興国株式（ＭＳＣＩエマージング）
1682.T,NF PLATINUM INDX ETF,JPY,EQTY,TSE,ＮＥＸＴ　ＦＵＮＤＳ　日経・東商取白金指数連動型上場投信
1683.T,MIZUHO GOLD ETF,JPY,EQTY,TSE,Ｏｎｅ　ＥＴＦ　国内金先物
1684.T,ETFS ALL CMDTS ETC,JPY,EQTY,TSE,ＥＴＦＳ　総合上場投資信託
1685.T,ETFS ENERGY ETC,JPY,EQTY,TSE,ＥＴＦＳ　エネルギー上場投資信託
1686.T,ETFS IND METAL ETC,JPY,EQTY,TSE,ＥＴＦＳ　産業用金属上場投資信託
1687.T,ETFS AGRICLTR ETC,JPY,EQTY,TSE,ＥＴＦＳ　農産物上場投資信託
1688.T,ETFS GRAINS ETC,JPY,EQTY,TSE,ＥＴＦＳ　穀物上場投資信託
1689.T,ETFS NATURAL GAS ETC,JPY,EQTY,TSE,ＥＴＦＳ　天然ガス上場投資信託
1690.T,ETFS WTI CRUDE OIL ETC,JPY,EQTY,TSE,ＥＴＦＳ　ＷＴＩ　原油上場投資信託
1691.T,ETFS GASOLINE ETC,JPY,EQTY,TSE,ＥＴＦＳ　ガソリン上場投資信託
1692.T,ETFS ALUMINIUM ETC,JPY,EQTY,TSE,ＥＴＦＳ　アルミニウム上場投資信託
1693.T,ETFS COPPER ETC,JPY,EQTY,TSE,ＥＴＦＳ　銅上場投資信託
1694.T,ETFS NICKEL ETC,JPY,EQTY,TSE,ＥＴＦＳ　ニッケル上場投資信託
1695.T,ETFS WHEAT ETC,JPY,EQTY,TSE,ＥＴＦＳ　小麦上場投資信託
1696.T,ETFS CORN ETC,JPY,EQTY,TSE,ＥＴＦＳ　とうもろこし上場投資信託
1697.T,ETFS SOYBEANS ETC,JPY,EQTY,TSE,ＥＴＦＳ　大豆上場投資信託
1698.T,TSE DIV FOCUS100 ETF,JPY,EQTY,TSE,上場インデックスファンド日本高配当（東証配当フォーカス１００）
1699.T,NF NOMURA OIL ETF,JPY,EQTY,TSE,ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ原油インデックス連動型上場投信
1711.T,SDS HOLDINGS ORD,JPY,EQTY,TSE,省電舎ホールディングス
1712.T,DAISEKI ECO ORD,JPY,EQTY,TSE,ダイセキ環境ソリューション
1716.T,DAI-ICHI CUTTER ORD,JPY,EQTY,TSE,第一カッター興業
1717.T,MEIHO FACILITY ORD,JPY,EQTY,TSE,明豊ファシリティワークス
1718.T,MIKIKOGYO CO LTD ORD,JPY,EQTY,TSE,美樹工業
1719.T,HAZAMA ANDO ORD,JPY,EQTY,TSE,安藤・間
1720.T,TOKYU CONST ORD,JPY,EQTY,TSE,東急建設
1721.T,COMSYS HOLDINGS ORD,JPY,EQTY,TSE,コムシスホールディングス
1722.T,MISAWA HOMES ORD,JPY,EQTY,TSE,ミサワホーム
1723.T,NIHON DENGI ORD,JPY,EQTY,TSE,日本電技
1724.T,SYNCLAYER ORD,JPY,EQTY,TSE,シンクレイヤ
1726.T,BR HOLDINGS ORD,JPY,EQTY,TSE,ビーアールホールディングス
1728.T,MISAWA CHUGOKU ORD,JPY,EQTY,TSE,ミサワホーム中国
1730.T,ASO FOAM CRETE ORD,JPY,EQTY,TSE,麻生フオームクリート
1736.T,OTEC ORD,JPY,EQTY,TSE,オーテック
1737.T,MESCO ORD,JPY,EQTY,TSE,三井金属エンジニアリング
1739.T,SEEDHEIWA ORD,JPY,EQTY,TSE,シード平和
1743.T,KOATSU KOGYO ORD,JPY,EQTY,TSE,コーアツ工業
1757.T,CREA HOLDINGS ORD,JPY,EQTY,TSE,クレアホールディングス
1758.T,TAIYO KISOKOGYO ORD,JPY,EQTY,TSE,太洋基礎工業
1762.T,TAKAMATSU CONST ORD,JPY,EQTY,TSE,高松コンストラクショングループ
1764.T,KUDO ORD,JPY,EQTY,TSE,工藤建設
1766.T,TOKEN CORP ORD,JPY,EQTY,TSE,東建コーポレーション
1768.T,SONEC ORD,JPY,EQTY,TSE,ソネック
1770.T,FUJITA ENG ORD,JPY,EQTY,TSE,藤田エンジニアリング
1773.T,YTL CORPORATION ORD,JPY,EQTY,TSE,ワイ・ティー・エル・コーポレーション・バーハッド
1775.T,FUJI FURUKAWA ORD,JPY,EQTY,TSE,富士古河Ｅ＆Ｃ
1776.T,SUMIKEN MITSUI R ORD,JPY,EQTY,TSE,三井住建道路
1780.T,YAMAURA ORD,JPY,EQTY,TSE,ヤマウラ
1782.T,JOBAN KAIHATSU ORD,JPY,EQTY,TSE,常磐開発
1783.T,ASIA GATE HLDG ORD,JPY,EQTY,TSE,アジアゲートホールディングス
1787.T,NAKABOHTEC ORD,JPY,EQTY,TSE,ナカボーテック
1788.T,SANTO ORD,JPY,EQTY,TSE,三東工業社
1789.T,ETS HOLDINGS ORD,JPY,EQTY,TSE,ＥＴＳホールディングス
1793.T,OHMOTO GUMI ORD,JPY,EQTY,TSE,大本組
1795.T,MASARU ORD,JPY,EQTY,TSE,マサル
1798.T,MORIYA ORD,JPY,EQTY,TSE,守谷商会
1799.T,DAIICHI KENSETSU ORD,JPY,EQTY,TSE,第一建設工業
1801.T,TAISEI ORD,JPY,EQTY,TSE,大成建設
1802.T,OBAYASHI ORD,JPY,EQTY,TSE,大林組
1803.T,SHIMIZU ORD,JPY,EQTY,TSE,清水建設
1805.T,TOBISHIMA ORD,JPY,EQTY,TSE,飛島建設
1807.T,WATANABE SATO ORD,JPY,EQTY,TSE,佐藤渡辺
1808.T,HASEKO ORD,JPY,EQTY,TSE,長谷工コーポレーション
1810.T,MATSUI CONST ORD,JPY,EQTY,TSE,松井建設
1811.T,ZENITAKA ORD,JPY,EQTY,TSE,錢高組
1812.T,KAJIMA ORD,JPY,EQTY,TSE,鹿島建設
1813.T,FUDO TETRA ORD,JPY,EQTY,TSE,不動テトラ
1814.T,DAISUE CONST ORD,JPY,EQTY,TSE,大末建設
1815.T,TEKKEN ORD,JPY,EQTY,TSE,鉄建建設
1820.T,NISHIMATSU CONST ORD,JPY,EQTY,TSE,西松建設
1821.T,SUMI MITSU CONST ORD,JPY,EQTY,TSE,三井住友建設
1822.T,DAIHO ORD,JPY,EQTY,TSE,大豊建設
1824.T,MAEDA ORD,JPY,EQTY,TSE,前田建設工業
1826.T,SATA CONST ORD,JPY,EQTY,TSE,佐田建設
1827.T,NAKANO ORD,JPY,EQTY,TSE,ナカノフドー建設
1828.T,TANABE ENGINEER ORD,JPY,EQTY,TSE,田辺工業
1833.T,OKUMURA ORD,JPY,EQTY,TSE,奥村組
1835.T,TOTETSU KOGYO ORD,JPY,EQTY,TSE,東鉄工業
1840.T,TSUCHIYA HLDG ORD,JPY,EQTY,TSE,土屋ホールディングス
1841.T,SANYU CONST ORD,JPY,EQTY,TSE,サンユー建設
1844.T,OHMORI ORD,JPY,EQTY,TSE,大盛工業
1847.T,ICHIKEN ORD,JPY,EQTY,TSE,イチケン
1848.T,FUJI PS ORD,JPY,EQTY,TSE,富士ピー・エス
1850.T,NANKAI TATSUMURA ORD,JPY,EQTY,TSE,南海辰村建設
1852.T,ASANUMA ORD,JPY,EQTY,TSE,淺沼組
1853.T,MORI GUMI ORD,JPY,EQTY,TSE,森組
1860.T,TODA ORD,JPY,EQTY,TSE,戸田建設
1861.T,KUMAGAI GUMI ORD,JPY,EQTY,TSE,熊谷組
1865.T,ASUNARO AOKI CON ORD,JPY,EQTY,TSE,青木あすなろ建設
1866.T,KITANO CONST ORD,JPY,EQTY,TSE,北野建設
1867.T,UEKI CORP ORD,JPY,EQTY,TSE,植木組
1868.T,MITSUI HOME ORD,JPY,EQTY,TSE,三井ホーム
1870.T,YAHAGI CONST ORD,JPY,EQTY,TSE,矢作建設工業
1871.T,PS MITSUBISHI ORD,JPY,EQTY,TSE,ピーエス三菱
1873.T,NIHON HOUSE HLDG ORD,JPY,EQTY,TSE,日本ハウスホールディングス
1878.T,DAITO TR CONST ORD,JPY,EQTY,TSE,大東建託
1879.T,SHINNIHON ORD,JPY,EQTY,TSE,新日本建設
1881.T,NIPPO ORD,JPY,EQTY,TSE,ＮＩＰＰＯ
1882.T,TOA ROAD ORD,JPY,EQTY,TSE,東亜道路工業
1883.T,MAEDA ROAD CONST ORD,JPY,EQTY,TSE,前田道路
1884.T,NIPPON ROAD ORD,JPY,EQTY,TSE,日本道路
1885.T,TOA(CON) ORD,JPY,EQTY,TSE,東亜建設工業
1888.T,WAKACHIKU CONST ORD,JPY,EQTY,TSE,若築建設
1890.T,TOYO CONST ORD,JPY,EQTY,TSE,東洋建設
1893.T,PENTA OCEAN ORD,JPY,EQTY,TSE,五洋建設
1897.T,KANESHITA CONST ORD,JPY,EQTY,TSE,金下建設
1898.T,SEIKITOKYU KOGYO ORD,JPY,EQTY,TSE,世紀東急工業
1899.T,FUKUDA ORD,JPY,EQTY,TSE,福田組
1904.T,TAISEI ONCHO ORD,JPY,EQTY,TSE,大成温調
1905.T,TENOX ORD,JPY,EQTY,TSE,テノックス
1906.T,HOSODA ORD,JPY,EQTY,TSE,細田工務店
1909.T,NIPPON DRY-CHEM ORD,JPY,EQTY,TSE,日本ドライケミカル
1911.T,SUMITOMO FOREST ORD,JPY,EQTY,TSE,住友林業
1914.T,JAPAN FOUNDATION ORD,JPY,EQTY,TSE,日本基礎技術
1916.T,NISSEI BUILD ORD,JPY,EQTY,TSE,日成ビルド工業
1919.T,YAMADA SXL HOME,JPY,EQTY,TSE,ヤマダ・エスバイエルホーム
1921.T,TOMOE ORD,JPY,EQTY,TSE,巴コーポレーション
1925.T,DAIWA HOUSE ORD,JPY,EQTY,TSE,大和ハウス工業
1926.T,RAITO KOGYO ORD,JPY,EQTY,TSE,ライト工業
1928.T,SEKISUI HOUSE ORD,JPY,EQTY,TSE,積水ハウス
1929.T,NITTOC CONST ORD,JPY,EQTY,TSE,日特建設
1930.T,HOKURIKU E CONST ORD,JPY,EQTY,TSE,北陸電気工事
1931.T,NIPPON DENTSU ORD,JPY,EQTY,TSE,日本電通
1933.T,SYSKEN ORD,JPY,EQTY,TSE,ＳＹＳＫＥＮ
1934.T,YURTEC ORD,JPY,EQTY,TSE,ユアテック
1935.T,TTK ORD,JPY,EQTY,TSE,ＴＴＫ
1937.T,SEIBU ELEC INDU ORD,JPY,EQTY,TSE,西部電気工業
1938.T,NIPPON RIETEC ORD,JPY,EQTY,TSE,日本リーテック
1939.T,YONDENKO ORD,JPY,EQTY,TSE,四電工
1941.T,CHUDENKO ORD,JPY,EQTY,TSE,中電工
1942.T,KANDENKO ORD,JPY,EQTY,TSE,関電工
1944.T,KINDEN ORD,JPY,EQTY,TSE,きんでん
1945.T,TOKYO ENE SYS ORD,JPY,EQTY,TSE,東京エネシス
1946.T,TOENEC ORD,JPY,EQTY,TSE,トーエネック
1948.T,KODENSHA ORD,JPY,EQTY,TSE,弘電社
1949.T,SUMITOMO DENSETS ORD,JPY,EQTY,TSE,住友電設
1950.T,NIPPON DENSETSU ORD,JPY,EQTY,TSE,日本電設工業
1951.T,KYOWA EXEO ORD,JPY,EQTY,TSE,協和エクシオ
1952.T,SHIN NIPPON AIR ORD,JPY,EQTY,TSE,新日本空調
1954.T,NIPPON KOEI ORD,JPY,EQTY,TSE,日本工営
1956.T,NDS ORD,JPY,EQTY,TSE,ＮＤＳ
1959.T,KYUDENKO ORD,JPY,EQTY,TSE,九電工
1960.T,SANYO ENG&CONST ORD,JPY,EQTY,TSE,サンテック
1961.T,SANKI ENG ORD,JPY,EQTY,TSE,三機工業
1963.T,JGC ORD,JPY,EQTY,TSE,日揮
1964.T,CHUGAI RO ORD,JPY,EQTY,TSE,中外炉工業
1965.T,TECHNO RYOWA ORD,JPY,EQTY,TSE,テクノ菱和
1966.T,TAKADA ORD,JPY,EQTY,TSE,高田工業所
1967.T,YAMATO ORD,JPY,EQTY,TSE,ヤマト
1968.T,TAIHEI DENGYO ORD,JPY,EQTY,TSE,太平電業
1969.T,TAKASAGO THERMAL ORD,JPY,EQTY,TSE,高砂熱学工業
1971.T,CHUO BUILD ORD,JPY,EQTY,TSE,中央ビルト工業
1972.T,SANKO METAL IND ORD,JPY,EQTY,TSE,三晃金属工業
1973.T,NEC N & S INTEG ORD,JPY,EQTY,TSE,ＮＥＣネッツエスアイ
1975.T,ASAHI KOGYOSHA ORD,JPY,EQTY,TSE,朝日工業社
1976.T,MEISEI INDU ORD,JPY,EQTY,TSE,明星工業
1979.T,TAIKISHA ORD,JPY,EQTY,TSE,大氣社
1980.T,DAI DAN ORD,JPY,EQTY,TSE,ダイダン
1981.T,KYOWANISSEI ORD,JPY,EQTY,TSE,協和日成
1982.T,HIBIYA ENG ORD,JPY,EQTY,TSE,日比谷総合設備
1983.T,TOSHIBA PLANT SY ORD,JPY,EQTY,TSE,東芝プラントシステム
1984.T,SANSHIN ORD,JPY,EQTY,TSE,三信建設工業
1987.T,SOLCOM ORD,JPY,EQTY,TSE,ソルコム
1989.T,HOKURIKU DENWA ORD,JPY,EQTY,TSE,北陸電話工事
1992.T,KANDA TSUSHINKI ORD,JPY,EQTY,TSE,神田通信機
1994.T,TAKAHASHI CURTAIN WALL ORD,JPY,EQTY,TSE,高橋カーテンウォール工業
1997.T,AKATSUKI EAZIMA ORD,JPY,EQTY,TSE,暁飯島工業
2001.T,NIPPON FLR MILLS ORD,JPY,EQTY,TSE,日本製粉
2002.T,NISSHIN GROUP ORD,JPY,EQTY,TSE,日清製粉グループ本社
2003.T,NITTO FUJI FLOUR ORD,JPY,EQTY,TSE,日東富士製粉
2004.T,SHOWA SANGYO ORD,JPY,EQTY,TSE,昭和産業
2009.T,TORIGOE ORD,JPY,EQTY,TSE,鳥越製粉
2031.T,NN HSI LEV ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ダブル・ブル　ＥＴＮ
2032.T,NN HSI SHORT ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ベア　ＥＴＮ
2033.T,NN KOSPI200 LEV ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ダブル・ブル　ＥＴＮ
2034.T,NN F-KOSPI200INV ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ベア　ＥＴＮ
2035.T,NN N225VI FU ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　日経平均ＶＩ先物指数　ＥＴＮ
2036.T,NN LEV GOLD ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　日経・ＴＯＣＯＭ　金　ダブル・ブル　ＥＴＮ
2037.T,NN INV GOLD ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　日経・ＴＯＣＯＭ　金　ベア　ＥＴＮ
2038.T,NN LEV CRUDE OIL ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　日経・ＴＯＣＯＭ　原油　ダブル・ブル　ＥＴＮ
2039.T,NN INV CRUDE OIL ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　日経・ＴＯＣＯＭ　原油　ベア　ＥＴＮ
2040.T,NN DJIA PR ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ダブル・ブル・ドルヘッジ　ＥＴＮ
2041.T,NN DJIA TR ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ベア・ドルヘッジ　ＥＴＮ
2042.T,NN MOTHERS ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　東証マザーズ　ＥＴＮ
2043.T,NN STOXX ASEAN50 ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　ＳＴＯＸＸ　アセアン好配当５０（円、ネットリターン）ＥＴＮ
2044.T,NN S&P500 DIV AR ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ５００　配当貴族（ネットリターン）　ＥＴＮ
2045.T,NN S&P SGP REIT ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ　シンガポール　リート（ネットリターン）　ＥＴＮ
2046.T,NN NIFTY PR 2X ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ダブル・ブル　ＥＴＮ
2047.T,NN NIFTY TR DLY ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ベア　ＥＴＮ
2048.T,NN JP EQ HI DV70 ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　野村日本株高配当７０（ドルヘッジ、ネットリターン）ＥＴＮ
2053.T,CHUBU SHIRYO ORD,JPY,EQTY,TSE,中部飼料
2055.T,NICHIWA SANGYO ORD,JPY,EQTY,TSE,日和産業
2060.T,FEED ONE ORD,JPY,EQTY,TSE,フィード・ワン
2065.T,NOM S&P JPX DIV ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　日本株配当貴族（ドルヘッジ、ネットリターン）ＥＴＮ
2066.T,NOM TREIT USD HG ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　東証ＲＥＩＴ（ドルヘッジ、ネットリターン）ＥＴＮ
2067.T,NOM AI70 NTR ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　野村ＡＩビジネス７０（ネットリターン）ＥＴＮ
2068.T,NOM HIBETA30 NTR ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　高ベータ３０（ネットリターン）ＥＴＮ
2069.T,NOM LOBETA50 NTR ETN,JPY,EQTY,TSE,ＮＥＸＴ　ＮＯＴＥＳ　低ベータ５０（ネットリターン）ＥＴＮ
2107.T,TOYO SUGAR REFIN ORD,JPY,EQTY,TSE,東洋精糖
2108.T,NIP BEET SUGAR ORD,JPY,EQTY,TSE,日本甜菜製糖
2109.T,MITSUI SUGAR ORD,JPY,EQTY,TSE,三井製糖
2112.T,ENSUIKO SUGAR ORD,JPY,EQTY,TSE,塩水港精糖
2114.T,FUJI NIHON SEITO ORD,JPY,EQTY,TSE,フジ日本精糖
2117.T,NISSIN SUGAR ORD,JPY,EQTY,TSE,日新製糖
2120.T,LIFULL ORD,JPY,EQTY,TSE,ＬＩＦＵＬＬ
2121.T,MIXI ORD,JPY,EQTY,TSE,ミクシィ
2122.T,INTERSPACE ORD,JPY,EQTY,TSE,インタースペース
2124.T,JAC RECRUITMENT ORD,JPY,EQTY,TSE,ジェイエイシーリクルートメント
2127.T,NIHON M&A CENTER ORD,JPY,EQTY,TSE,日本Ｍ＆Ａセンター
2130.T,MEMBERS ORD,JPY,EQTY,TSE,メンバーズ
2134.T,SUN CAPITAL MNGT ORD,JPY,EQTY,TSE,燦キャピタルマネージメント
2136.T,HIP ORD,JPY,EQTY,TSE,ヒップ
2138.T,CROOZ ORD,JPY,EQTY,TSE,クルーズ
2139.T,CHUCO ORD,JPY,EQTY,TSE,中広
2144.T,YAMANE MEDICAL ORD,JPY,EQTY,TSE,やまねメディカル
2146.T,UT GROUP ORD,JPY,EQTY,TSE,ＵＴグループ
2148.T,ITMEDIA ORD,JPY,EQTY,TSE,アイティメディア
2150.T,CARENET ORD,JPY,EQTY,TSE,ケアネット
2151.T,TAKEEI ORD,JPY,EQTY,TSE,タケエイ
2152.T,YOUJI ORD,JPY,EQTY,TSE,幼児活動研究会
2153.T,E J HOLDINGS ORD,JPY,EQTY,TSE,Ｅ・Ｊホールディングス
2154.T,TRUST TECH ORD,JPY,EQTY,TSE,トラスト・テック
2156.T,SAYLOR ADVERTISI ORD,JPY,EQTY,TSE,セーラー広告
2157.T,KOSHIDAKA HLDG ORD,JPY,EQTY,TSE,コシダカホールディングス
2158.T,FRONTEO ORD,JPY,EQTY,TSE,ＦＲＯＮＴＥＯ
2159.T,FULL SPEED ORD,JPY,EQTY,TSE,フルスピード
2160.T,GNI GROUP ORD,JPY,EQTY,TSE,ジーエヌアイグループ
2162.T,NMS HOLDINGS ORD,JPY,EQTY,TSE,ｎｍｓ　ホールディングス
2163.T,ARTNER ORD,JPY,EQTY,TSE,アルトナー
2164.T,CHIIKISHINBUNSHA ORD,JPY,EQTY,TSE,地域新聞社
2168.T,PASONA GROUP ORD,JPY,EQTY,TSE,パソナグループ
2169.T,CDS ORD,JPY,EQTY,TSE,ＣＤＳ
2170.T,LINK & MOTIVATIO ORD,JPY,EQTY,TSE,リンクアンドモチベーション
2173.T,HAKUTEN ORD,JPY,EQTY,TSE,博展
2174.T,GCA ORD,JPY,EQTY,TSE,ＧＣＡ
2175.T,SMS ORD,JPY,EQTY,TSE,エス・エム・エス
2176.T,INA RESEARCH ORD,JPY,EQTY,TSE,イナリサーチ
2178.T,TRI-STAGE ORD,JPY,EQTY,TSE,トライステージ
2179.T,SEIGAKUSYA ORD,JPY,EQTY,TSE,成学社
2180.T,SUNNY SIDE UP ORD,JPY,EQTY,TSE,サニーサイドアップ
2181.T,PERSOL HOLDINGS ORD,JPY,EQTY,TSE,パーソルホールディングス
2183.T,LINICAL ORD,JPY,EQTY,TSE,リニカル
2185.T,CMC ORD,JPY,EQTY,TSE,シイエム・シイ
2186.T,SOBAL ORD,JPY,EQTY,TSE,ソーバル
2191.T,TELLA ORD,JPY,EQTY,TSE,テラ
2193.T,COOKPAD ORD,JPY,EQTY,TSE,クックパッド
