RIC,Description,Currency,Type/Sub Type,Exchange,Comment
7952.T,KAWAI MUSICAL ORD,JPY,EQTY,TSE,河合楽器製作所
7953.T,KIKUSUI CH ORD,JPY,EQTY,TSE,菊水化学工業
7955.T,CLEANUP ORD,JPY,EQTY,TSE,クリナップ
7956.T,PIGEON ORD,JPY,EQTY,TSE,ピジョン
7957.T,FUJICOPIAN ORD,JPY,EQTY,TSE,フジコピアン
7958.T,TENMA ORD,JPY,EQTY,TSE,天馬
7961.T,KANEMATSU SUSTEC ORD,JPY,EQTY,TSE,兼松サステック
7962.T,KING JIM ORD,JPY,EQTY,TSE,キングジム
7963.T,KOKEN ORD,JPY,EQTY,TSE,興研
7965.T,ZOJIRUSHI ORD,JPY,EQTY,TSE,象印マホービン
7966.T,LINTEC ORD,JPY,EQTY,TSE,リンテック
7970.T,SHIN ETSU POLY ORD,JPY,EQTY,TSE,信越ポリマー
7971.T,TOLI ORD,JPY,EQTY,TSE,東リ
7972.T,ITOKI ORD,JPY,EQTY,TSE,イトーキ
7974.T,NINTENDO ORD,JPY,EQTY,TSE,任天堂
7975.T,LIHIT LAB ORD,JPY,EQTY,TSE,リヒトラブ
7976.T,MITSUBISHI PENCL ORD,JPY,EQTY,TSE,三菱鉛筆
7979.T,SHOFU INC ORD,JPY,EQTY,TSE,松風
7980.T,SHIGEMATSU WORKS ORD,JPY,EQTY,TSE,重松製作所
7981.T,TAKARA STANDARD ORD,JPY,EQTY,TSE,タカラスタンダード
7983.T,MIROKU ORD,JPY,EQTY,TSE,ミロク
7984.T,KOKUYO ORD,JPY,EQTY,TSE,コクヨ
7985.T,NEPON ORD,JPY,EQTY,TSE,ネポン
7986.T,NIHON ISK ORD,JPY,EQTY,TSE,日本アイ・エス・ケイ
7987.T,NAKABAYASHI ORD,JPY,EQTY,TSE,ナカバヤシ
7988.T,NIFCO ORD,JPY,EQTY,TSE,ニフコ
7989.T,TACHIKAWA(MET) ORD,JPY,EQTY,TSE,立川ブラインド工業
7990.T,GLOBERIDE ORD,JPY,EQTY,TSE,グローブライド
7991.T,MAMIYA OP ORD,JPY,EQTY,TSE,マミヤ・オーピー
7992.T,SAILOR PEN ORD,JPY,EQTY,TSE,セーラー万年筆
7994.T,OKAMURA ORD,JPY,EQTY,TSE,オカムラ
7995.T,NIPPON VALQUA ORD,JPY,EQTY,TSE,日本バルカー工業
7997.T,KUROGANE KOSAKU ORD,JPY,EQTY,TSE,くろがね工作所
7999.T,MUTOH HOLDINGS ORD,JPY,EQTY,TSE,ＭＵＴＯＨホールディングス
8001.T,ITOCHU ORD,JPY,EQTY,TSE,伊藤忠商事
8002.T,MARUBENI ORD,JPY,EQTY,TSE,丸紅
8005.T,SCROLL ORD,JPY,EQTY,TSE,スクロール
8006.T,YUASA FUNASHOKU ORD,JPY,EQTY,TSE,ユアサ・フナショク
8007.T,TAKASHIMA ORD,JPY,EQTY,TSE,高島
8008.T,YONDOSHI HOLDING ORD,JPY,EQTY,TSE,ヨンドシーホールディングス
8011.T,SANYO SHOKAI ORD,JPY,EQTY,TSE,三陽商会
8012.T,NAGASE ORD,JPY,EQTY,TSE,長瀬産業
8013.T,NAIGAI ORD,JPY,EQTY,TSE,ナイガイ
8014.T,CHORI ORD,JPY,EQTY,TSE,蝶理
8015.T,TOYOTA TSUSHO ORD,JPY,EQTY,TSE,豊田通商
8016.T,ONWARD HOLDINGS ORD,JPY,EQTY,TSE,オンワードホールディングス
8018.T,SANKYO SEIKO ORD,JPY,EQTY,TSE,三共生興
8020.T,KANEMATSU ORD,JPY,EQTY,TSE,兼松
8022.T,MIZUNO ORD,JPY,EQTY,TSE,美津濃
8023.T,DAIKO DENSHI ORD,JPY,EQTY,TSE,大興電子通信
8025.T,TSUKAMOTO CORP ORD,JPY,EQTY,TSE,ツカモトコーポレーション
8028.T,FAMILYMART UNY H ORD,JPY,EQTY,TSE,ユニー・ファミリーマートホールディングス
8029.T,LOOK HOLDINGS ORD,JPY,EQTY,TSE,ルックホールディングス
8030.T,CHUO GYORUI ORD,JPY,EQTY,TSE,中央魚類
8031.T,MITSUI ORD,JPY,EQTY,TSE,三井物産
8032.T,JPN PULP & PAP ORD,JPY,EQTY,TSE,日本紙パルプ商事
8035.T,TOKYO ELECTRON ORD,JPY,EQTY,TSE,東京エレクトロン
8036.T,HITACHI HIGH TEC ORD,JPY,EQTY,TSE,日立ハイテクノロジーズ
8037.T,KAMEI ORD,JPY,EQTY,TSE,カメイ
8038.T,TOHTO SUISAN ORD,JPY,EQTY,TSE,東都水産
8039.T,TSUKIJI UOICHIBA ORD,JPY,EQTY,TSE,築地魚市場
8040.T,TOKYO SOIR ORD,JPY,EQTY,TSE,東京ソワール
8041.T,OUG HOLDINGS ORD,JPY,EQTY,TSE,ＯＵＧホールディングス
8043.T,STARZEN ORD,JPY,EQTY,TSE,スターゼン
8044.T,DAITO GYORUI ORD,JPY,EQTY,TSE,大都魚類
8045.T,YOKOHAMA MARUUO ORD,JPY,EQTY,TSE,横浜丸魚
8046.T,MARUFUJI SHEET ORD,JPY,EQTY,TSE,丸藤シートパイル
8050.T,SEIKO HOLDINGS ORD,JPY,EQTY,TSE,セイコーホールディングス
8051.T,YAMAZEN ORD,JPY,EQTY,TSE,山善
8052.T,TSUBAKIMOTO ORD,JPY,EQTY,TSE,椿本興業
8053.T,SUMITOMO ORD,JPY,EQTY,TSE,住友商事
8056.T,NIHON UNISYS ORD,JPY,EQTY,TSE,日本ユニシス
8057.T,UCHIDA YOKO ORD,JPY,EQTY,TSE,内田洋行
8058.T,MITSUBISHI ORD,JPY,EQTY,TSE,三菱商事
8059.T,DAIICHI JITSUGYO ORD,JPY,EQTY,TSE,第一実業
8060.T,CANON MARKETING ORD,JPY,EQTY,TSE,キヤノンマーケティングジャパン
8061.T,SEIKA ORD,JPY,EQTY,TSE,西華産業
8065.T,SATO SHOJI ORD,JPY,EQTY,TSE,佐藤商事
8066.T,MITANI ORD,JPY,EQTY,TSE,三谷商事
8068.T,RYOYO ELECTRO ORD,JPY,EQTY,TSE,菱洋エレクトロ
8070.T,TOKYO SANGYO ORD,JPY,EQTY,TSE,東京産業
8072.T,JPN PUBLICATIONS ORD,JPY,EQTY,TSE,日本出版貿易
8074.T,YUASA TRADING ORD,JPY,EQTY,TSE,ユアサ商事
8075.T,SHINSHO ORD,JPY,EQTY,TSE,神鋼商事
8077.T,KOBAYASHI METALS ORD,JPY,EQTY,TSE,小林産業
8078.T,HANWA ORD,JPY,EQTY,TSE,阪和興業
8079.T,SHOEI FOODS ORD,JPY,EQTY,TSE,正栄食品工業
8081.T,KANADEN ORD,JPY,EQTY,TSE,カナデン
8084.T,RYODEN TRADING ORD,JPY,EQTY,TSE,菱電商事
8085.T,NARASAKI SANGYO ORD,JPY,EQTY,TSE,ナラサキ産業
8086.T,NIPRO ORD,JPY,EQTY,TSE,ニプロ
8087.T,FURUSATO IND ORD,JPY,EQTY,TSE,フルサト工業
8088.T,IWATANI ORD,JPY,EQTY,TSE,岩谷産業
8089.T,NICE HOLDINGS ORD,JPY,EQTY,TSE,すてきナイスグループ
8090.T,SHOKO ORD,JPY,EQTY,TSE,昭光通商
8091.T,NICHIMO(WHO) ORD,JPY,EQTY,TSE,ニチモウ
8093.T,KYOKUTO BOEKI ORD,JPY,EQTY,TSE,極東貿易
8095.T,IWAKI ORD,JPY,EQTY,TSE,イワキ
8096.T,KANEMATSU ELTRS ORD,JPY,EQTY,TSE,兼松エレクトロニクス
8097.T,SAN AI OIL ORD,JPY,EQTY,TSE,三愛石油
8098.T,INABATA ORD,JPY,EQTY,TSE,稲畑産業
8101.T,GSI CREOS ORD,JPY,EQTY,TSE,ＧＳＩクレオス
8103.T,MEIWA ORD,JPY,EQTY,TSE,明和産業
8104.T,KUWAZAWA ORD,JPY,EQTY,TSE,クワザワ
8105.T,HOTTA MARUSHO ORD,JPY,EQTY,TSE,堀田丸正
8107.T,KIMURATAN ORD,JPY,EQTY,TSE,キムラタン
8111.T,GOLDWIN ORD,JPY,EQTY,TSE,ゴールドウイン
8113.T,UNICHARM ORD,JPY,EQTY,TSE,ユニ・チャーム
8114.T,DESCENTE ORD,JPY,EQTY,TSE,デサント
8115.T,MOONBAT ORD,JPY,EQTY,TSE,ムーンバット
8117.T,CENT AUTOMOTIVE ORD,JPY,EQTY,TSE,中央自動車工業
8118.T,KING ORD,JPY,EQTY,TSE,キング
8119.T,SANYEI ORD,JPY,EQTY,TSE,三栄コーポレーション
8123.T,T KAWABE ORD,JPY,EQTY,TSE,川辺
8125.T,WAKITA ORD,JPY,EQTY,TSE,ワキタ
8127.T,YAMATO INT'L ORD,JPY,EQTY,TSE,ヤマトインターナショナル
8129.T,TOHO HOLDINGS ORD,JPY,EQTY,TSE,東邦ホールディングス
8130.T,SANGETSU ORD,JPY,EQTY,TSE,サンゲツ
8131.T,MITSUUROKO GROUP ORD,JPY,EQTY,TSE,ミツウロコグループホールディングス
8132.T,SINANEN HOLDINGS ORD,JPY,EQTY,TSE,シナネンホールディングス
8133.T,ITOCHU ENEX ORD,JPY,EQTY,TSE,伊藤忠エネクス
8135.T,ZETT ORD,JPY,EQTY,TSE,ゼット
8136.T,SANRIO ORD,JPY,EQTY,TSE,サンリオ
8137.T,SUN-WA TECHNOS ORD,JPY,EQTY,TSE,サンワテクノス
8138.T,SANKYO KASEI ORD,JPY,EQTY,TSE,三京化成
8139.T,NAGAHORI ORD,JPY,EQTY,TSE,ナガホリ
8140.T,RYOSAN ORD,JPY,EQTY,TSE,リョーサン
8141.T,SHINKO SHOJI ORD,JPY,EQTY,TSE,新光商事
8142.T,TOHO ORD,JPY,EQTY,TSE,トーホー
8143.T,LAPINE ORD,JPY,EQTY,TSE,ラピーヌ
8144.T,DENKYOSHA ORD,JPY,EQTY,TSE,電響社
8147.T,TOMITA ORD,JPY,EQTY,TSE,トミタ
8150.T,SANSHIN ELTRS ORD,JPY,EQTY,TSE,三信電気
8151.T,TOYO ORD,JPY,EQTY,TSE,東陽テクニカ
8152.T,SOMAR ORD,JPY,EQTY,TSE,ソマール
8153.T,MOS FOOD SERVICE ORD,JPY,EQTY,TSE,モスフードサービス
8154.T,KAGA ELECTRONICS ORD,JPY,EQTY,TSE,加賀電子
8155.T,MIMASU SEMICON ORD,JPY,EQTY,TSE,三益半導体工業
8157.T,TSUZUKI DENKI ORD,JPY,EQTY,TSE,都築電気
8158.T,SODA NIKKA ORD,JPY,EQTY,TSE,ソーダニッカ
8159.T,TACHIBANA ELETEC ORD,JPY,EQTY,TSE,立花エレテック
8160.T,KISOJI ORD,JPY,EQTY,TSE,木曽路
8163.T,SRS HOLDINGS ORD,JPY,EQTY,TSE,ＳＲＳホールディングス
8165.T,SENSHUKAI ORD,JPY,EQTY,TSE,千趣会
8166.T,TAKA Q ORD,JPY,EQTY,TSE,タカキュー
8167.T,RETAIL PARTNERS ORD,JPY,EQTY,TSE,リテールパートナーズ
8168.T,KEIYO ORD,JPY,EQTY,TSE,ケーヨー
8173.T,JOSHIN DENKI ORD,JPY,EQTY,TSE,上新電機
8174.T,NIPPON GAS ORD,JPY,EQTY,TSE,日本瓦斯
8179.T,ROYAL HOLDINGS ORD,JPY,EQTY,TSE,ロイヤルホールディングス
8181.T,TOTENKO ORD,JPY,EQTY,TSE,東天紅
8182.T,INAGEYA ORD,JPY,EQTY,TSE,いなげや
8184.T,SHIMACHU ORD,JPY,EQTY,TSE,島忠
8185.T,CHIYODA ORD,JPY,EQTY,TSE,チヨダ
8186.T,OTSUKA KAGU ORD,JPY,EQTY,TSE,大塚家具
8191.T,HIKARI FURNITURE ORD,JPY,EQTY,TSE,光製作所
8194.T,LIFE ORD,JPY,EQTY,TSE,ライフコーポレーション
8198.T,MAXVALU TOKAI ORD,JPY,EQTY,TSE,マックスバリュ東海
8200.T,RINGER HUT ORD,JPY,EQTY,TSE,リンガーハット
8201.T,SAGAMI GROUP HLD ORD,JPY,EQTY,TSE,さが美グループホールディングス
8202.T,LAOX ORD,JPY,EQTY,TSE,ラオックス
8203.T,MRMAX HOLDINGS ORD,JPY,EQTY,TSE,ＭｒＭａｘＨＤ
8205.T,SHAKLEE GLOBAL ORD,JPY,EQTY,TSE,シャクリー・グローバル・グループ
8207.T,TEN ALLIED ORD,JPY,EQTY,TSE,テンアライド
8208.T,ENCHO ORD,JPY,EQTY,TSE,エンチョー
8209.T,FRIENDLY ORD,JPY,EQTY,TSE,フレンドリー
8214.T,AOKI HOLDINGS ORD,JPY,EQTY,TSE,ＡＯＫＩホールディングス
8215.T,GINZA YAMAGATAYA ORD,JPY,EQTY,TSE,銀座山形屋
8217.T,OKUWA ORD,JPY,EQTY,TSE,オークワ
8218.T,KOMERI ORD,JPY,EQTY,TSE,コメリ
8219.T,AOYAMA TRADING ORD,JPY,EQTY,TSE,青山商事
8225.T,TAKACHIHO ORD,JPY,EQTY,TSE,タカチホ
8226.T,RIKEI ORD,JPY,EQTY,TSE,理経
8227.T,SHIMAMURA ORD,JPY,EQTY,TSE,しまむら
8230.T,HASEGAWA ORD,JPY,EQTY,TSE,はせがわ
8233.T,TAKASHIMAYA ORD,JPY,EQTY,TSE,高島屋
8237.T,MATSUYA ORD,JPY,EQTY,TSE,松屋
8242.T,H2O RETAILING ORD,JPY,EQTY,TSE,エイチ・ツー・オー　リテイリング
8244.T,KINTETSU DEPART ORD,JPY,EQTY,TSE,近鉄百貨店
8247.T,DAIWA ORD,JPY,EQTY,TSE,大和
8249.T,TECHNO ASSOCIE ORD,JPY,EQTY,TSE,テクノアソシエ
8251.T,PARCO ORD,JPY,EQTY,TSE,パルコ
8252.T,MARUI GROUP ORD,JPY,EQTY,TSE,丸井グループ
8253.T,CREDIT SAISON ORD,JPY,EQTY,TSE,クレディセゾン
8254.T,SAIKAYA ORD,JPY,EQTY,TSE,さいか屋
8255.T,AXIAL RETAILING ORD,JPY,EQTY,TSE,アクシアル　リテイリング
8256.T,MARUMITSU ORD,JPY,EQTY,TSE,プロルート丸光
8257.T,SANYO DEPT STR ORD,JPY,EQTY,TSE,山陽百貨店
8260.T,IZUTSUYA ORD,JPY,EQTY,TSE,井筒屋
8267.T,AEON ORD,JPY,EQTY,TSE,イオン
8273.T,IZUMI ORD,JPY,EQTY,TSE,イズミ
8274.T,TOBU STORE ORD,JPY,EQTY,TSE,東武ストア
8275.T,FORVAL ORD,JPY,EQTY,TSE,フォーバル
8276.T,HEIWADO ORD,JPY,EQTY,TSE,平和堂
8278.T,FUJI ORD,JPY,EQTY,TSE,フジ
8279.T,YAOKO ORD,JPY,EQTY,TSE,ヤオコー
8281.T,XEBIO HOLDINGS ORD,JPY,EQTY,TSE,ゼビオホールディングス
8282.T,K'S HOLDINGS ORD,JPY,EQTY,TSE,ケーズホールディングス
8283.T,PALTAC ORD,JPY,EQTY,TSE,ＰＡＬＴＡＣ
8285.T,MITANI SGY ORD,JPY,EQTY,TSE,三谷産業
8287.T,MAXVALU NISHINIH ORD,JPY,EQTY,TSE,マックスバリュ西日本
8289.T,OLYMPIC GROUP ORD,JPY,EQTY,TSE,Ｏｌｙｍｐｉｃグループ
8291.T,NISSAN TOKYO HD ORD,JPY,EQTY,TSE,日産東京販売ホールディングス
8298.T,FAMILY ORD,JPY,EQTY,TSE,ファミリー
8301.T,BANK OF JAPAN ORD,JPY,EQTY,TSE,日本銀行
8303.T,SHINSEI BANK ORD,JPY,EQTY,TSE,新生銀行
8304.T,AOZORA BANK ORD,JPY,EQTY,TSE,あおぞら銀行
8306.T,MITSUB UFJ FG ORD,JPY,EQTY,TSE,三菱ＵＦＪフィナンシャル・グループ
8308.T,RESONA HOLDINGS ORD,JPY,EQTY,TSE,りそなホールディングス
8309.T,SUMITOMO MITSUI ORD,JPY,EQTY,TSE,三井住友トラスト・ホールディングス
8316.T,SMFG ORD,JPY,EQTY,TSE,三井住友フィナンシャルグループ
8324.T,DAISHI BANK ORD,JPY,EQTY,TSE,第四銀行
8325.T,HOKUETSU BANK ORD,JPY,EQTY,TSE,北越銀行
8331.T,CHIBA BANK ORD,JPY,EQTY,TSE,千葉銀行
8334.T,GUNMA BANK ORD,JPY,EQTY,TSE,群馬銀行
8336.T,MUSASHINO BANK ORD,JPY,EQTY,TSE,武蔵野銀行
8337.T,CHIBA KOGYO BANK ORD,JPY,EQTY,TSE,千葉興業銀行
8338.T,TSUKUBA BANK ORD,JPY,EQTY,TSE,筑波銀行
8341.T,77 BANK ORD,JPY,EQTY,TSE,七十七銀行
8342.T,AOMORI BANK ORD,JPY,EQTY,TSE,青森銀行
8343.T,AKITA BANK ORD,JPY,EQTY,TSE,秋田銀行
8344.T,YAMAGATA BANK ORD,JPY,EQTY,TSE,山形銀行
8345.T,BANK OF IWATE ORD,JPY,EQTY,TSE,岩手銀行
8346.T,TOHO BANK ORD,JPY,EQTY,TSE,東邦銀行
8349.T,TOHOKU BANK ORD,JPY,EQTY,TSE,東北銀行
8350.T,MICHINOKU BANK ORD,JPY,EQTY,TSE,みちのく銀行
8354.T,FUKUOKA FIN GRP ORD,JPY,EQTY,TSE,ふくおかフィナンシャルグループ
8355.T,SHIZUOKA BANK ORD,JPY,EQTY,TSE,静岡銀行
8356.T,JUROKU BANK ORD,JPY,EQTY,TSE,十六銀行
8358.T,SURUGA BANK ORD,JPY,EQTY,TSE,スルガ銀行
8359.T,HACHIJUNI BANK ORD,JPY,EQTY,TSE,八十二銀行
8360.T,YAMANASHI CHUO ORD,JPY,EQTY,TSE,山梨中央銀行
8361.T,OGAKI KYORITS BK ORD,JPY,EQTY,TSE,大垣共立銀行
8362.T,FUKUI BANK ORD,JPY,EQTY,TSE,福井銀行
8363.T,HOKKOKU BANK ORD,JPY,EQTY,TSE,北國銀行
8364.T,SHIMIZU BANK ORD,JPY,EQTY,TSE,清水銀行
8365.T,BANK OF TOYAMA ORD,JPY,EQTY,TSE,富山銀行
8366.T,SHIGA BANK ORD,JPY,EQTY,TSE,滋賀銀行
8367.T,NANTO BANK ORD,JPY,EQTY,TSE,南都銀行
8368.T,HYAKUGO BANK ORD,JPY,EQTY,TSE,百五銀行
8369.T,BANK OF KYOTO ORD,JPY,EQTY,TSE,京都銀行
8370.T,KIYO BANK ORD,JPY,EQTY,TSE,紀陽銀行
8377.T,HOKUHOKU FIN GRP ORD,JPY,EQTY,TSE,ほくほくフィナンシャルグループ
8379.T,HIROSHIMA BANK ORD,JPY,EQTY,TSE,広島銀行
8381.T,SAN IN GODO BANK ORD,JPY,EQTY,TSE,山陰合同銀行
8382.T,CHUGOKU BANK ORD,JPY,EQTY,TSE,中国銀行
8383.T,TOTTORI BANK ORD,JPY,EQTY,TSE,鳥取銀行
8385.T,IYO BANK ORD,JPY,EQTY,TSE,伊予銀行
8386.T,HYAKUJUSHI BANK ORD,JPY,EQTY,TSE,百十四銀行
8387.T,SHIKOKU BANK ORD,JPY,EQTY,TSE,四国銀行
8388.T,AWA BANK ORD,JPY,EQTY,TSE,阿波銀行
8392.T,OITA BANK ORD,JPY,EQTY,TSE,大分銀行
8393.T,MIYAZAKI BANK ORD,JPY,EQTY,TSE,宮崎銀行
8395.T,BANK OF SAGA ORD,JPY,EQTY,TSE,佐賀銀行
8396.T,EIGHTEENTH BANK ORD,JPY,EQTY,TSE,十八銀行
8397.T,BANK OF OKINAWA ORD,JPY,EQTY,TSE,沖縄銀行
8399.T,BANK OF RYUKYUS ORD,JPY,EQTY,TSE,琉球銀行
8410.T,SEVEN BANK ORD,JPY,EQTY,TSE,セブン銀行
8411.T,MIZUHO FINANCIAL ORD,JPY,EQTY,TSE,みずほフィナンシャルグループ
8416.T,BANK OF KOCHI ORD,JPY,EQTY,TSE,高知銀行
8418.T,YAMAGUCHI FG ORD,JPY,EQTY,TSE,山口フィナンシャルグループ
8421.T,SHINKIN CENTRAL PRF,JPY,EQTY,TSE,信金中央金庫
8423.T,ACCRETIVE ORD,JPY,EQTY,TSE,アクリーティブ
8424.T,FUYO GENERAL ORD,JPY,EQTY,TSE,芙蓉総合リース
8425.T,IBJ LEASING ORD,JPY,EQTY,TSE,興銀リース
8439.T,TOKYO CENTURY ORD,JPY,EQTY,TSE,東京センチュリー
8462.T,FUTURE VENTURE ORD,JPY,EQTY,TSE,フューチャーベンチャーキャピタル
8473.T,SBI HOLDINGS ORD,JPY,EQTY,TSE,ＳＢＩホールディングス
8508.T,J TRUST ORD,JPY,EQTY,TSE,Ｊトラスト
8511.T,JAPAN SECS FIN ORD,JPY,EQTY,TSE,日本証券金融
8515.T,AIFUL ORD,JPY,EQTY,TSE,アイフル
8518.T,JAPAN ASIA INV ORD,JPY,EQTY,TSE,日本アジア投資
8521.T,NAGANO BANK ORD,JPY,EQTY,TSE,長野銀行
8522.T,BANK OF NAGOYA ORD,JPY,EQTY,TSE,名古屋銀行
8524.T,NORTH PACIFIC BK ORD,JPY,EQTY,TSE,北洋銀行
8527.T,AICHI BANK ORD,JPY,EQTY,TSE,愛知銀行
8530.T,CHUKYO BANK ORD,JPY,EQTY,TSE,中京銀行
8537.T,TAIKO BANK ORD,JPY,EQTY,TSE,大光銀行
8541.T,EHIME BANK ORD,JPY,EQTY,TSE,愛媛銀行
8542.T,TOMATO BANK ORD,JPY,EQTY,TSE,トマト銀行
8544.T,KEIYO BANK ORD,JPY,EQTY,TSE,京葉銀行
8550.T,TOCHIGI BANK ORD,JPY,EQTY,TSE,栃木銀行
8551.T,KITA NIPPON BANK ORD,JPY,EQTY,TSE,北日本銀行
8558.T,TOWA BANK ORD,JPY,EQTY,TSE,東和銀行
8562.T,FUKUSHIMA BANK ORD,JPY,EQTY,TSE,福島銀行
8563.T,DAITO BANK ORD,JPY,EQTY,TSE,大東銀行
8566.T,RICOH LEASING ORD,JPY,EQTY,TSE,リコーリース
8570.T,AEON FINANCL SVC ORD,JPY,EQTY,TSE,イオンフィナンシャルサービス
8572.T,ACOM ORD,JPY,EQTY,TSE,アコム
8584.T,JACCS ORD,JPY,EQTY,TSE,ジャックス
8585.T,ORIENT ORD,JPY,EQTY,TSE,オリエントコーポレーション
8586.T,HITACHI CAPITAL ORD,JPY,EQTY,TSE,日立キャピタル
8589.T,APLUS FINANCIAL ORD,JPY,EQTY,TSE,アプラスフィナンシャル
8591.T,ORIX ORD,JPY,EQTY,TSE,オリックス
8593.T,MITSUB UFJ LEASE ORD,JPY,EQTY,TSE,三菱ＵＦＪリース
8595.T,JAFCO ORD,JPY,EQTY,TSE,ジャフコ
8596.T,KYUSHU LEASE SVC ORD,JPY,EQTY,TSE,九州リースサービス
8600.T,TOMONY HOLDINGS ORD,JPY,EQTY,TSE,トモニホールディングス
8601.T,DAIWA SECURITIES GROUP ORD,JPY,EQTY,TSE,大和証券グループ本社
8604.T,NOMURA HOLDINGS ORD,JPY,EQTY,TSE,野村ホールディングス
8609.T,OKASAN SEC GROUP ORD,JPY,EQTY,TSE,岡三証券グループ
8613.T,MARUSAN SECS ORD,JPY,EQTY,TSE,丸三証券
8614.T,TOYO SECURITIES ORD,JPY,EQTY,TSE,東洋証券
8616.T,TOKAI TOKYO FIN ORD,JPY,EQTY,TSE,東海東京フィナンシャル・ホールディングス
8617.T,KOSEI SECURITIES ORD,JPY,EQTY,TSE,光世証券
8622.T,MITO SECS ORD,JPY,EQTY,TSE,水戸証券
8624.T,ICHIYOSHI SECS ORD,JPY,EQTY,TSE,いちよし証券
8628.T,MATSUI SEC ORD,JPY,EQTY,TSE,松井証券
8630.T,SOMPO HLDG ORD,JPY,EQTY,TSE,ＳＯＭＰＯホールディングス
8682.T,MORGAN STANLEY ASIA PACIFIC CF,JPY,EQTY,TSE,モルガン・スタンレー・アジア－パシフィック・ファンド・インク
8685.T,AMERICAN INTERNATIONAL GROUP ORD,JPY,EQTY,TSE,アメリカン・インターナショナル・グループ・インク
8686.T,AFLAC ORD,JPY,EQTY,TSE,アフラック・インコーポレーテッド
8692.T,DSB ORD,JPY,EQTY,TSE,だいこう証券ビジネス
8697.T,JAPAN EXCHNG GRP ORD,JPY,EQTY,TSE,日本取引所グループ
8698.T,MONEX GROUP ORD,JPY,EQTY,TSE,マネックスグループ
8699.T,SAWADA HOLDINGS ORD,JPY,EQTY,TSE,澤田ホールディングス
8700.T,MARUHACHI SEC ORD,JPY,EQTY,TSE,丸八証券
8703.T,KABU.COM SEC ORD,JPY,EQTY,TSE,カブドットコム証券
8704.T,TRADERS HOLDINGS ORD,JPY,EQTY,TSE,トレイダーズホールディングス
8705.T,OKATO HOLDINGS ORD,JPY,EQTY,TSE,岡藤ホールディングス
8706.T,KYOKUTO SEC ORD,JPY,EQTY,TSE,極東証券
8707.T,IWAICOSMO HLDG ORD,JPY,EQTY,TSE,岩井コスモホールディングス
8708.T,AIZAWA SEC ORD,JPY,EQTY,TSE,藍澤證券
8709.T,INVAST SECS ORD,JPY,EQTY,TSE,インヴァスト証券
8713.T,FIDEA HOLDINGS ORD,JPY,EQTY,TSE,フィデアホールディングス
8714.T,SENSHU IKEDA HLD ORD,JPY,EQTY,TSE,池田泉州ホールディングス
8715.T,ANICOM HD ORD,JPY,EQTY,TSE,アニコム　ホールディングス
8725.T,MS&AD INSURANCE ORD,JPY,EQTY,TSE,ＭＳ＆ＡＤインシュアランスグループホールディングス
8729.T,SONY FINANCIAL ORD,JPY,EQTY,TSE,ソニーフィナンシャルホールディングス
8732.T,MONEY PARTNERS G ORD,JPY,EQTY,TSE,マネーパートナーズグループ
8737.T,AKATSUKI ORD,JPY,EQTY,TSE,あかつき本社
8739.T,SPARX GROUP ORD,JPY,EQTY,TSE,スパークス・グループ
8740.T,FUJITOMI ORD,JPY,EQTY,TSE,フジトミ
8742.T,KOBAYASHI YOKO ORD,JPY,EQTY,TSE,小林洋行
8746.T,DAIICHI COMMODIT ORD,JPY,EQTY,TSE,第一商品
8747.T,YUTAKA SHOJI ORD,JPY,EQTY,TSE,豊商事
8750.T,DAI-ICHI LIFE HD ORD,JPY,EQTY,TSE,第一生命ホールディングス
8766.T,TOKIO MARINE HLD ORD,JPY,EQTY,TSE,東京海上ホールディングス
8769.T,ADVANTAGE RISK M ORD,JPY,EQTY,TSE,アドバンテッジリスクマネジメント
8771.T,E GUARANTEE ORD,JPY,EQTY,TSE,イー・ギャランティ
8772.T,ASAX ORD,JPY,EQTY,TSE,アサックス
8783.T,GFA ORD,JPY,EQTY,TSE,ＧＦＡ
8789.T,FINTECH GLOBAL ORD,JPY,EQTY,TSE,フィンテック　グローバル
8793.T,NEC CAPITAL SOLU ORD,JPY,EQTY,TSE,ＮＥＣキャピタルソリューション
8795.T,T&D HOLDINGS INC ORD,JPY,EQTY,TSE,Ｔ＆Ｄホールディングス
8798.T,ADVANCE CREATE ORD,JPY,EQTY,TSE,アドバンスクリエイト
8801.T,MITSUI FUDOSAN ORD,JPY,EQTY,TSE,三井不動産
8802.T,MITSUBISHI EST ORD,JPY,EQTY,TSE,三菱地所
8803.T,HEIWA R EST ORD,JPY,EQTY,TSE,平和不動産
8804.T,TOKYO TATEMONO ORD,JPY,EQTY,TSE,東京建物
8806.T,DAIBIRU ORD,JPY,EQTY,TSE,ダイビル
8818.T,KEIHANSHIN BUILD ORD,JPY,EQTY,TSE,京阪神ビルディング
8830.T,SUMITOMO REALTY ORD,JPY,EQTY,TSE,住友不動産
8835.T,TAIHEIYO KOUHATSU ORD,JPY,EQTY,TSE,太平洋興発
8836.T,RISE INC ORD,JPY,EQTY,TSE,ＲＩＳＥ
8840.T,DAIKYO ORD,JPY,EQTY,TSE,大京
8841.T,TOC ORD,JPY,EQTY,TSE,テーオーシー
8842.T,TOKYO RAKUTENCHI ORD,JPY,EQTY,TSE,東京楽天地
8844.T,COSMOS INITIA ORD,JPY,EQTY,TSE,コスモスイニシア
